band;album;song;substance
Hard‐Ons;Too Far Gone;I Do I Do I Do (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;If It Makes You Happy (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;If It Makes You Happy (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;If It Makes You Happy (Demo 4 Track);marijuana
Hard‐Ons;Too Far Gone;If It Makes You Happy (Demo 4 Track);cocaine
Hard‐Ons;Too Far Gone;If She Only Knew;alcohol
Hard‐Ons;Too Far Gone;If She Only Knew (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;If She Only Knew (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;No One Can Stop You (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;No One Can Stop You (Demo 4 Track);beer
Hard‐Ons;Too Far Gone;No One Can Stop You (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;No One Can Stop You (Demo 4 Track);marijuana
Hard‐Ons;Too Far Gone;No One Can Stop You (Demo 4 Track);pills
Hard‐Ons;Too Far Gone;Notice Me;weed
Hard‐Ons;Too Far Gone;Notice Me;alcohol
Hard‐Ons;Too Far Gone;Notice Me;acid
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];alcohol
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];weed
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];marijuana
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];pills
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];cocaine
Hard‐Ons;Too Far Gone;See Her Tonite [Live with Jerry A];heroin
Hard‐Ons;Too Far Gone;Seventy Eight;alcohol
Hard‐Ons;Too Far Gone;Seventy Eight;weed
Hard‐Ons;Too Far Gone;Seventy Eight;pills
Hard‐Ons;Too Far Gone;Seventy Eight;nicotine
Hard‐Ons;Too Far Gone;Seventy Eight (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;Seventy Eight (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;Seventy Eight (Demo 4 Track);marijuana
Hard‐Ons;Too Far Gone;Seventy Eight (Demo 4 Track);pills
Hard‐Ons;Too Far Gone;Shit #1;alcohol
Hard‐Ons;Too Far Gone;Shit #1;weed
Hard‐Ons;Too Far Gone;Shit #2;alcohol
Hard‐Ons;Too Far Gone;Shit #2;weed
Hard‐Ons;Too Far Gone;Shit #2;marijuana
Hard‐Ons;Too Far Gone;Shit #2;pills
Hard‐Ons;Too Far Gone;Shit #2;ecstasy
Hard‐Ons;Too Far Gone;Shoot Shoot (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;Shoot Shoot (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;Shoot Shoot (Demo 4 Track);nicotine
Hard‐Ons;Too Far Gone;Shoot Shoot (Demo 4 Track);cigarettes
Hard‐Ons;Too Far Gone;Sleepy;weed
Hard‐Ons;Too Far Gone;Sleepy;marijuana
Hard‐Ons;Too Far Gone;Sleepy;alcohol
Hard‐Ons;Too Far Gone;Something Is Wrong (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;Something Is Wrong (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;Something Is Wrong (Demo 4 Track);marijuana
Hard‐Ons;Too Far Gone;Something Is Wrong (Demo 4 Track);pills
Hard‐Ons;Too Far Gone;Something Is Wrong (Demo 4 Track);cigarettes
Hard‐Ons;Too Far Gone;Stan the Ice Cream Man;alcohol
Hard‐Ons;Too Far Gone;Stan the Ice Cream Man;coffee
Hard‐Ons;Too Far Gone;Stan the Ice Cream Man (Demo 4 Track);weed
Hard‐Ons;Too Far Gone;Stan the Ice Cream Man (Demo 4 Track);alcohol
Hard‐Ons;Too Far Gone;Stan the Ice Cream Man (Demo 4 Track);pills
Hard‐Ons;Too Far Gone;Still Deep In Love With You;alcohol
Hard‐Ons;Too Far Gone;Test [Single Version];hasheesh
Hard‐Ons;Too Far Gone;The Blade (Demo 4 Track);alcohol
Hard‐Ons;Very Exciting!;(Every Time I Hear) Techno (I Pray for Death);alcohol
Hard‐Ons;Very Exciting!;(Every Time I Hear) Techno (I Pray for Death);weed
Hard‐Ons;Very Exciting!;(Every Time I Hear) Techno (I Pray for Death);marijuana
Hard‐Ons;Very Exciting!;Baka;weed
Hard‐Ons;Very Exciting!;Baka;alcohol
Hard‐Ons;Very Exciting!;Olympic Diver;alcohol
Hard‐Ons;Very Exciting!;Olympic Diver;cola
Hard‐Ons;Very Exciting!;Olympic Diver;wine
Hard‐Ons;Very Exciting!;Pimple Boy;alcohol
Hard‐Ons;Very Exciting!;Pimple Boy;weed
Hard‐Ons;Very Exciting!;Preservation of a Wildcat;beer
Hard‐Ons;Very Exciting!;Preservation of a Wildcat;alcohol
Hard‐Ons;Very Exciting!;Preservation of a Wildcat;nicotine
Hard‐Ons;Very Exciting!;Preservation of a Wildcat;cigarettes
Hard‐Ons;Very Exciting!;Race Track;alcohol
Hard‐Ons;Very Exciting!;Race Track;weed
Hard‐Ons;Very Exciting!;Race Track;cocaine
Hard‐Ons;Very Exciting!;Sunny;beer
Hard‐Ons;Very Exciting!;Sunny;alcohol
Hard‐Ons;Yummy!;Ain't Gonna Let You Go;alcohol
Hard‐Ons;Yummy!;Fade Away;pills
Hard‐Ons;Yummy!;Fade Away;alcohol
Hard‐Ons;Yummy!;Jaye's Song;alcohol
Hard‐Ons;Yummy!;On and On;heroin
Ian Dury & the Blockheads;Do It Yourself;Mischief;alcohol
Ian Dury & the Blockheads;Do It Yourself;Uneasy Sunny Day Hotsy Totsy;alcohol
Ian Dury & the Blockheads;Do It Yourself;Uneasy Sunny Day Hotsy Totsy;pills
Ian Dury & the Blockheads;Laughter;Over the Points;alcohol
Ian Dury & the Blockheads;Laughter;Uncoolohol;alcohol
Ian Dury & the Blockheads;Mr Love Pants;Heavy Living;alcohol
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Ballad of the Sulphate Strangler;beer
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Ballad of the Sulphate Strangler;vodka
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Ballad of the Sulphate Strangler;alcohol
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Books and Water;beer
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Books and Water;rum
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Books and Water;alcohol
Ian Dury & the Blockheads;Ten More Turnips From the Tip;Happy Hippy;weed
Ian Dury & the Blockheads;Ten More Turnips From the Tip;I Believe;alcohol
Iggy and The Stooges;Back to the Noise;1970;alcohol
Iggy and The Stooges;Back to the Noise;Head On;alcohol
Iggy and The Stooges;Back to the Noise;Raw Power;alcohol
Iggy and The Stooges;Back to the Noise;Wet My Bed;cigarettes
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);alcohol
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);weed
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);marijuana
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);cocaine
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);heroin
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);meth
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);lsd
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);ecstasy
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);pills
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);nicotine
Iggy and The Stooges;Raw Power;Raw Power (Bowie mix);cigarettes
Iggy and The Stooges;Ready to Die;Job;weed
Iggy and The Stooges;Ready to Die;Job;marijuana
Iggy and The Stooges;Ready to Die;Sex & Money;wine
Iggy and The Stooges;Ready to Die;Sex & Money;alcohol
Iggy and The Stooges;Ready to Die;The Departed;alcohol
Iggy and The Stooges;Scene of the Crime;Gimme Some Skin;weed
Iggy and The Stooges;Scene of the Crime;Gimme Some Skin;marijuana
Iggy and The Stooges;Scene of the Crime;Gimme Some Skin;alcohol
Iggy and The Stooges;Scene of the Crime;Gimme Some Skin;pills
Iggy and The Stooges;Scene of the Crime;Head On;alcohol
Iggy and The Stooges;Scene of the Crime;Johanna;alcohol
Iggy Pop;American Caesar;Boogie Boy;wine
Iggy Pop;American Caesar;Boogie Boy;alcohol
Iggy Pop;American Caesar;Character;alcohol
Iggy Pop;American Caesar;Perforation Problems;needle
Iggy Pop;American Caesar;Social Life;alcohol
Iggy Pop;American Caesar;Wild America;alcohol
Iggy Pop;American Caesar;Wild America;weed
Iggy Pop;Après;Syracuse;wine
Iggy Pop;Avenue B;Motorcycle;cocaine
Iggy Pop;Beat ’Em Up;Death Is Certain;alcohol
Iggy Pop;Blah‐Blah‐Blah;Isolation;sugar
Iggy Pop;Blah‐Blah‐Blah;Winners & Losers;alcohol
Iggy Pop;Brick by Brick;My Baby Wants to Rock & Roll;drugs
Iggy Pop;Brick by Brick;Neon Forest;drugs
Iggy Pop;Brick by Brick;Pussy Power;weed
Iggy Pop;Every Loser;All the Way Down;alcohol
Iggy Pop;Every Loser;Modern Day Rip Off;weed
Iggy Pop;Every Loser;Modern Day Rip Off;marijuana
Iggy Pop;Every Loser;Modern Day Rip Off;alcohol
Iggy Pop;Every Loser;Neo Punk;drugs
Iggy Pop;Every Loser;Strung Out Johnny;drugs
Iggy Pop;Every Loser;Strung Out Johnny;weed
Iggy Pop;Every Loser;The News for Andy;alcohol
Iggy Pop;Free;James Bond;alcohol
Iggy Pop;Free;Sonali;alcohol
Iggy Pop;Instinct;High on You;alcohol
Iggy Pop;Instinct;High on You;weed
Iggy Pop;Kill City;Kill City;alcohol
Iggy Pop;Kill City;Kill City;drugs
Iggy Pop;Kill City;No Sense of Crime;drugs
Iggy Pop;Kill City;Sell Your Love;alcohol
Iggy Pop;Loneliness Road;Don’t Lose Yourself;alcohol
Iggy Pop;Loneliness Road;Ten Nights;alcohol
Iggy Pop;Loneliness Road;Ten Nights;champagne
Iggy Pop;Lust for Life;Fall in Love With Me;alcohol
Iggy Pop;Lust for Life;Fall in Love With Me;cigarettes
Iggy Pop;Lust for Life;Lust for Life;alcohol
Iggy Pop;Lust for Life;Lust for Life;drugs
Iggy Pop;Lust for Life;Tonight;heroin
Iggy Pop;Lust for Life;Turn Blue;heroin
Iggy Pop;Naughty Little Doggie;I Wanna Live;alcohol
Iggy Pop;Naughty Little Doggie;Innocent World;weed
Iggy Pop;Naughty Little Doggie;Innocent World;marijuana
Iggy Pop;Naughty Little Doggie;Look Away;alcohol
Iggy Pop;Naughty Little Doggie;Look Away;drugs
Iggy Pop;New Values;Billy Is a Runaway;alcohol
Iggy Pop;New Values;Billy Is a Runaway;drugs
Iggy Pop;New Values;Five Foot One;alcohol
Iggy Pop;New Values;I’m Bored;drugs
Iggy Pop;New Values;The Endless Sea;alcohol
Iggy Pop;Party;Bang Bang;wine
Iggy Pop;Party;Eggs on Plate;alcohol
Iggy Pop;Party;Eggs on Plate;wine
Iggy Pop;Party;Rock and Roll Party;alcohol
Iggy Pop;Party;Rock and Roll Party;wine
Iggy Pop;Party;Sincerity;beer
Iggy Pop;Post Pop Depression;Gardenia;alcohol
Iggy Pop;Post Pop Depression;German Days;alcohol
Iggy Pop;Post Pop Depression;In the Lobby;alcohol
Iggy Pop;Préliminaires;Party Time;alcohol
Iggy Pop;Raw Power;Death Trip;alcohol
Iggy Pop;Raw Power;Death Trip;pills
Iggy Pop;Raw Power;Raw Power;alcohol
Iggy Pop;Skull Ring;Motor Inn;alcohol
Iggy Pop;Skull Ring;Motor Inn;whiskey
Iggy Pop;Skull Ring;Perverts in the Sun;alcohol
Iggy Pop;Skull Ring;Perverts in the Sun;drugs
Iggy Pop;Skull Ring;Superbabe;drugs
Iggy Pop;Soldier;Ambition;alcohol
Iggy Pop;Soldier;I Need More;alcohol
Iggy Pop;Soldier;I Snub You;drugs
Iggy Pop;Soldier;I’m a Conservative;beer
Iggy Pop;Soldier;Take Care of Me;alcohol
Iggy Pop;The Acid Lands;The Acid Lands;weed
Iggy Pop;The Acid Lands;The Acid Lands;alcohol
Iggy Pop;The Idiot;Dum Dum Boys;alcohol
Iggy Pop;The Idiot;Funtime;alcohol
Iggy Pop;The Idiot;Funtime;weed
Iggy Pop;The Idiot;Mass Production;cigarettes
Joy Division;Unknown Pleasures;New Dawn Fades;alcohol
Lagwagon;Blaze;E Dagger;alcohol
Lagwagon;Blaze;Falling Apart;alcohol
Lagwagon;Blaze;Falling Apart;smoking
Lagwagon;Blaze;Falling Apart;nicotine
Lagwagon;Blaze;Falling Apart;cigarettes
Lagwagon;Double Plaidinum;Bad Scene;alcohol
Lagwagon;Double Plaidinum;Choke;alcohol
Lagwagon;Double Plaidinum;Smile;alcohol
Lagwagon;Double Plaidinum;To All My Friends;beer
Lagwagon;Double Plaidinum;To All My Friends;alcohol
Lagwagon;Double Plaidinum;Today;beer
Lagwagon;Double Plaidinum;Unfurnished;pills
Lagwagon;Duh;Beer Goggles;beer
Lagwagon;Duh;Beer Goggles;tequila
Lagwagon;Duh;Foiled Again;alcohol
Lagwagon;Duh;Lag Wagon;beer
Lagwagon;Duh;Tragic Vision;weed
Lagwagon;Duh;Tragic Vision;marijuana
Lagwagon;Hang;Burning Out in Style;alcohol
Lagwagon;Hang;Drag;cigarettes
Lagwagon;Hang;Drag;nicotine
Lagwagon;Hoss;Bro Dependent;alcohol
Lagwagon;Hoss;Name Dropping;weed
Lagwagon;Hoss;Ride the Snake;alcohol
Lagwagon;Hoss;Sick;alcohol
Lagwagon;Hoss;Sleep;alcohol
Lagwagon;Hoss;Violins;alcohol
Lagwagon;Hoss;Weak;alcohol
Lagwagon;Railer;Auf Wiedersehen;weed
Lagwagon;Railer;Auf Wiedersehen;marijuana
Lagwagon;Railer;Auf Wiedersehen;alcohol
Lagwagon;Railer;Bubble;alcohol
Lagwagon;Railer;Bubble;weed
Lagwagon;Railer;Dangerous Animal;alcohol
Lagwagon;Resolve;Heartbreaking Music;drugs
Lagwagon;Trashed;Coffee and Cigarettes;cigarettes
Lagwagon;Trashed;Coffee and Cigarettes;alcohol
Lagwagon;Trashed;Goin’ South;beer
Lagwagon;Trashed;Stokin’ the Neighbors;beer
Lagwagon;Trashed;Stokin’ the Neighbors;alcohol
Lagwagon;Trashed;Whipping Boy;alcohol
Less Than Jake;Anthem;Best Wishes to Your Black Lung;alcohol
Less Than Jake;Anthem;Plastic Cup Politics;beer
Less Than Jake;Anthem;Plastic Cup Politics;alcohol
Less Than Jake;Anthem;She's Gonna Break Soon;alcohol
Less Than Jake;Anthem;She's Gonna Break Soon;weed
Less Than Jake;Anthem;The Brightest Bulb Has Burned Out / Screws Fall Out;alcohol
Less Than Jake;Anthem;The Brightest Bulb Has Burned Out / Screws Fall Out;smoking
Less Than Jake;Anthem;The Science of Selling Yourself Short;alcohol
Less Than Jake;Anthem;The Science of Selling Yourself Short;weed
Less Than Jake;Anthem;The Science of Selling Yourself Short;marijuana
Less Than Jake;Anthem;The Science of Selling Yourself Short;cocaine
Less Than Jake;Anthem;The Science of Selling Yourself Short;heroin
Less Than Jake;Anthem;The Science of Selling Yourself Short;meth
Less Than Jake;Anthem;The Science of Selling Yourself Short;lsd
Less Than Jake;Anthem;The Science of Selling Yourself Short;ecstasy
Less Than Jake;Anthem;The Science of Selling Yourself Short;pills
Less Than Jake;Anthem;The Science of Selling Yourself Short;nicotine
Less Than Jake;Anthem;The Science of Selling Yourself Short;cigarettes
Less Than Jake;Anthem;Welcome to the New South;alcohol
Less Than Jake;Borders & Boundaries;Faction;alcohol
Less Than Jake;Borders & Boundaries;Malt Liquor Tastes Better When You’ve Got Problems;alcohol
Less Than Jake;Borders & Boundaries;Mr. Chevy Celebrity;alcohol
Less Than Jake;Borders & Boundaries;Mr. Chevy Celebrity;beer
Less Than Jake;Borders & Boundaries;Pete Jackson Is Getting Married;alcohol
Less Than Jake;Borders & Boundaries;Suburban Myth;alcohol
Less Than Jake;GNV FLA;Abandon Ship;alcohol
Less Than Jake;GNV FLA;City of Gainesville;alcohol
Less Than Jake;GNV FLA;Devil in My DNA;cigarettes
Less Than Jake;GNV FLA;Does the Lion City Still Roar?;cocaine
Less Than Jake;GNV FLA;Summon Monsters;pills
Less Than Jake;GNV FLA;Summon Monsters;weed
Less Than Jake;GNV FLA;Summon Monsters;alcohol
Less Than Jake;GNV FLA;The Life of the Party Has Left the Building;alcohol
Less Than Jake;GNV FLA;This One Is Going to Leave a Bruise;alcohol
Less Than Jake;Hello Rockview;All My Best Friends Are Metalheads;alcohol
Less Than Jake;Hello Rockview;Five State Drive;alcohol
Less Than Jake;Hello Rockview;Help Save the Youth of America From Exploding;cigarettes
Less Than Jake;Hello Rockview;History of a Boring Town;alcohol
Less Than Jake;Hello Rockview;Richard Allen George…No, It’s Just Cheez;beer
Less Than Jake;Hello Rockview;Richard Allen George…No, It’s Just Cheez;alcohol
Less Than Jake;Hello Rockview;Theme Song for H Street;smoking
Less Than Jake;Hello Rockview;Theme Song for H Street;cigarettes
Less Than Jake;In With the Out Crowd;Don’t Fall Asleep on the Subway;alcohol
Less Than Jake;In With the Out Crowd;Overrated (Everything Is);alcohol
Less Than Jake;Losing Streak;Ask the Magic 8 Ball;alcohol
Less Than Jake;Losing Streak;Dopeman;alcohol
Less Than Jake;Losing Streak;How's My Driving, Doug Hastings?;cocaine
Less Than Jake;Losing Streak;How's My Driving, Doug Hastings?;alcohol
Less Than Jake;Losing Streak;Sugar in Your Gas Tank;cigarettes
Less Than Jake;Pezcore;3 Quarts Drunk;beer
Less Than Jake;Pezcore;3 Quarts Drunk;alcohol
Less Than Jake;Pezcore;Liquor Store;alcohol
Less Than Jake;Pezcore;One Last Cigarette / Laverne and Shirley;alcohol
Less Than Jake;Pezcore;One Last Cigarette / Laverne and Shirley;beer
Less Than Jake;Pezcore;One Last Cigarette / Laverne and Shirley;wine
Less Than Jake;Pezcore;One Last Cigarette / Laverne and Shirley;cigarettes
Less Than Jake;Pezcore;One Last Cigarette / Laverne and Shirley;smoking
Less Than Jake;See the Light;Weekends All Year Long;alcohol
Less Than Jake;Silver Linings;Bill;alcohol
Less Than Jake;Silver Linings;Dear Me;alcohol
Less Than Jake;Silver Linings;Keep on Chasing;drug
Less Than Jake;Silver Linings;Lie to Me;alcohol
Less Than Jake;Silver Linings;The High Cost of Low Living;alcohol
Manic Street Preachers;Critical Thinking;Dear Stephen;alcohol
Manic Street Preachers;Critical Thinking;Deleted Scenes;alcohol
Manic Street Preachers;Critical Thinking;Deleted Scenes (demo);alcohol
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);beer
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);vodka
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);wine
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);whiskey
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);rum
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);tequila
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);alcohol
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);weed
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);marijuana
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);cocaine
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);heroin
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);meth
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);lsd
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);ecstasy
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);pills
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);nicotine
Manic Street Preachers;Critical Thinking;My Brave Friend (demo);cigarettes
Manic Street Preachers;Critical Thinking;People Ruin Paintings (demo);alcohol
Manic Street Preachers;Critical Thinking;People Ruin Paintings (demo);weed
Manic Street Preachers;Everything Must Go;A Design for Life;alcohol
Manic Street Preachers;Everything Must Go;Australia;pills
Manic Street Preachers;Everything Must Go;Elvis Impersonator: Blackpool Pier;alcohol
Manic Street Preachers;Generation Terrorists;Another Invented Disease;drugs
Manic Street Preachers;Generation Terrorists;Condemned to Rock 'n' Roll;vodka
Manic Street Preachers;Generation Terrorists;Condemned to Rock 'n' Roll;ecstasy
Manic Street Preachers;Generation Terrorists;Crucifix Kiss;alcohol
Manic Street Preachers;Generation Terrorists;Crucifix Kiss;drug
Manic Street Preachers;Generation Terrorists;Little Baby Nothing;alcohol
Manic Street Preachers;Generation Terrorists;Little Baby Nothing;weed
Manic Street Preachers;Generation Terrorists;Slash 'n' Burn;alcohol
Manic Street Preachers;Gold Against the Soul;Drug Drug Druggy;drugs
Manic Street Preachers;Gold Against the Soul;Drug Drug Druggy;alcohol
Manic Street Preachers;Gold Against the Soul;Gold Against the Soul;alcohol
Manic Street Preachers;Gold Against the Soul;Gold Against the Soul;weed
Manic Street Preachers;Gold Against the Soul;Gold Against the Soul;cigarettes
Manic Street Preachers;Gold Against the Soul;Gold Against the Soul;heroin
Manic Street Preachers;Gold Against the Soul;Nostalgic Pushead;cocaine
Manic Street Preachers;Gold Against the Soul;Nostalgic Pushead;port
Manic Street Preachers;Gold Against the Soul;Roses in the Hospital;heroin
Manic Street Preachers;Gold Against the Soul;Roses in the Hospital;cigarettes
Manic Street Preachers;Gold Against the Soul;Roses in the Hospital;nicotine
Manic Street Preachers;Gold Against the Soul;Sleepflower;pills
Manic Street Preachers;Gold Against the Soul;Yourself;alcohol
