band;album;song;source;word;count;aggregated_word
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;shit;89;shit
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;ass;86;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;motherfucker;17;fuck
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;hell;10;damn
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;bitch;44;bitch
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;asshole;7;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;damn;8;damn
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;dick;17;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;bastard;2;bastard
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;piss;7;other
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;static;pic;12;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;fuck;;fuck
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;shit;;shit
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;bitch;;bitch
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;asshole;;asshole
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;bastard;;bastard
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;damn;;damn
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;crap;;shit
Peter and the Test Tube Babies;Fuctifano;Queen of Fucking Everything;llm;motherfucker;;fuck
Peter and the Test Tube Babies;Fuctifano;Saturday Dad;llm;fuctifano;;fuck
Peter and the Test Tube Babies;Fuctifano;Screwed Down;llm;fuck;;fuck
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;ass;73;asshole
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;hell;9;damn
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;crap;4;shit
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;bitch;2;bitch
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;damn;7;damn
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;shit;1;shit
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;dick;76;asshole
Peter and the Test Tube Babies;Fuctifano;Small Victories;static;pic;21;asshole
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;fuck;;fuck
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;shit;;shit
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;damn;;damn
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;hell;;damn
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;crap;;shit
Peter and the Test Tube Babies;Fuctifano;Small Victories;llm;asshole;;asshole
Peter and the Test Tube Babies;Fuctifano;Tales of the Bleedin' Obvious;static;ass;56;asshole
Peter and the Test Tube Babies;Fuctifano;Tales of the Bleedin' Obvious;static;damn;1;damn
Peter and the Test Tube Babies;Fuctifano;Tales of the Bleedin' Obvious;static;hell;1;damn
Peter and the Test Tube Babies;Fuctifano;Tales of the Bleedin' Obvious;static;pic;8;asshole
Peter and the Test Tube Babies;Fuctifano;Wanker;llm;wanker;;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Banned From the Pubs;llm;fuck;;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Banned From the Pubs;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Elvis Is Dead;llm;bleedin;;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go for It;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go for It;llm;slut;;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;fuck;134;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;dick;184;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;shit;68;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;motherfucker;15;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;ass;81;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;hell;31;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;damn;14;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;bitch;17;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;asshole;10;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;bastard;2;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;piss;2;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;cunt;2;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;static;pic;34;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;fuck;;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;bitch;;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;asshole;;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;bastard;;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;damn;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;hell;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;crap;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;cunt;;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Go to the Garage Mate;llm;motherfucker;;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;I Lust for the Digusting Things in Life;static;shit;1;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;I Lust for the Digusting Things in Life;static;pic;1;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;I Lust for the Digusting Things in Life;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Keep Britain Untidy;static;bastard;1;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Keep Britain Untidy;static;shit;1;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Keep Britain Untidy;llm;bastards;;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Keep Britain Untidy;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;static;hell;7;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;static;crap;1;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;static;ass;34;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;static;damn;3;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;static;pic;6;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;llm;damn;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;llm;hell;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Skin One Up Ralph;llm;crap;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;static;hell;1;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;static;bastard;1;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;static;ass;7;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;static;pic;1;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;llm;devil;;religious
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;llm;damn;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Golden Voice Beckons You;llm;hell;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Journey Begins;static;ass;11;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;The Journey Begins;static;pic;2;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Time to Go Home;static;piss;1;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Tupperware Party;static;piss;2;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Tupperware Party;static;ass;1;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Tupperware Party;static;pic;2;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Tupperware Party;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;damn;4;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;shit;15;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;fuck;18;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;bitch;9;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;motherfucker;1;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;dick;3;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;ass;22;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;hell;9;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;piss;3;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;bastard;1;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;static;pic;4;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;fuck;;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;bitch;;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;asshole;;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;bastard;;bastard
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;damn;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;hell;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;crap;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;cunt;;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;What's Up With Trapper Records?;llm;motherfucker;;fuck
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;ass;89;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;dick;4;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;hell;56;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;crap;2;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;bitch;1;bitch
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;shit;3;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;piss;1;other
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly, Part 2;static;pic;13;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;static;hell;7;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;static;crap;1;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;static;ass;34;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;static;damn;3;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;static;pic;6;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;llm;damn;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;llm;hell;;damn
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Who the Hell Is Jolly?;llm;crap;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Wimpy's Are Shit;static;shit;13;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Wimpy's Are Shit;static;pic;1;asshole
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Wimpy's Are Shit;llm;shit;;shit
Peter and the Test Tube Babies;Journey to the Centre of Johnny Clarkes Head;Wimpy's Are Shit;llm;m********;;other
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Every Time I See Her;static;ass;1;asshole
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Every Time I See Her;static;hell;1;damn
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Every Time I See Her;llm;hell;;damn
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Every Time I See Her;llm;damn;;damn
Peter and the Test Tube Babies;Peter and the Test Tube Babies;He's on the Whiskey (Watch Out);static;ass;2;asshole
Peter and the Test Tube Babies;Peter and the Test Tube Babies;He's on the Whiskey (Watch Out);llm;fuck;;fuck
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Spirit of Keith Moon;llm;arsehole;;asshole
Peter and the Test Tube Babies;Peter and the Test Tube Babies;Spirit of Keith Moon;llm;shit;;shit
Peter and the Test Tube Babies;Piss Ups;Bare Necessities;static;pic;3;asshole
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;ass;73;asshole
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;hell;9;damn
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;crap;4;shit
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;bitch;2;bitch
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;damn;7;damn
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;shit;1;shit
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;dick;76;asshole
Peter and the Test Tube Babies;Piss Ups;Devil in Disguise;static;pic;21;asshole
