band;album;song;emotion
MxPx;Pokinatcha;Too Much Thinking;frustration
MxPx;Pokinatcha;Twisted Words;frustration
MxPx;Pokinatcha;Twisted Words;anger
MxPx;Pokinatcha;Unopposed;anger
MxPx;Pokinatcha;Unopposed;frustration
MxPx;Pokinatcha;Unopposed;hopelessness
MxPx;Pokinatcha;Walking Bye;sadness
MxPx;Pokinatcha;Walking Bye;frustration
MxPx;Pokinatcha;Walking Bye;loneliness
MxPx;Pokinatcha;Want Ad;hopelessness
MxPx;Pokinatcha;Want Ad;confidence
MxPx;Pokinatcha;Want Ad;nostalgia
MxPx;Pokinatcha;Weak;sadness
MxPx;Pokinatcha;Weak;frustration
MxPx;Pokinatcha;Weak;hopelessness
MxPx;Secret Weapon;Angels;sadness
MxPx;Secret Weapon;Angels;hopelessness
MxPx;Secret Weapon;Angels;fear
MxPx;Secret Weapon;Angels;aggression
MxPx;Secret Weapon;Bass So Low;frustration
MxPx;Secret Weapon;Bass So Low;hopelessness
MxPx;Secret Weapon;Bass So Low;aggression
MxPx;Secret Weapon;Biting the Bullet (Is Bad for Business);sadness
MxPx;Secret Weapon;Biting the Bullet (Is Bad for Business);frustration
MxPx;Secret Weapon;Biting the Bullet (Is Bad for Business);aggression
MxPx;Secret Weapon;Chop Shop;anger
MxPx;Secret Weapon;Chop Shop;sadness
MxPx;Secret Weapon;Chop Shop;aggression
MxPx;Secret Weapon;Chop Shop;fear
MxPx;Secret Weapon;Contention;anger
MxPx;Secret Weapon;Contention;aggression
MxPx;Secret Weapon;Contention;hopelessness
MxPx;Secret Weapon;Drowning;sadness
MxPx;Secret Weapon;Drowning;frustration
MxPx;Secret Weapon;Drowning;hopelessness
MxPx;Secret Weapon;Drowning;fear
MxPx;Secret Weapon;Here’s to the Life;sadness
MxPx;Secret Weapon;Here’s to the Life;frustration
MxPx;Secret Weapon;Here’s to the Life;hopelessness
MxPx;Secret Weapon;Never Better Than Now;anxiety
MxPx;Secret Weapon;Never Better Than Now;frustration
MxPx;Secret Weapon;Never Better Than Now;confidence
MxPx;Secret Weapon;Never Better Than Now;hopelessness
MxPx;Secret Weapon;Never Better Than Now;anger
MxPx;Secret Weapon;Not Nothing;anger
MxPx;Secret Weapon;Not Nothing;sadness
MxPx;Secret Weapon;Not Nothing;frustration
MxPx;Secret Weapon;Punk Rawk Celebrity;anger
MxPx;Secret Weapon;Punk Rawk Celebrity;frustration
MxPx;Secret Weapon;Punk Rawk Celebrity;irony
MxPx;Secret Weapon;Punk Rawk Celebrity;sarcasm
MxPx;Secret Weapon;Sad Sad Song;anger
MxPx;Secret Weapon;Sad Sad Song;frustration
MxPx;Secret Weapon;Sad Sad Song;sadness
MxPx;Secret Weapon;Secret Weapon;confidence
MxPx;Secret Weapon;Secret Weapon;aggression
MxPx;Secret Weapon;Shut It Down;anxiety
MxPx;Secret Weapon;Shut It Down;frustration
MxPx;Secret Weapon;Shut It Down;aggression
MxPx;Secret Weapon;Top of the Charts;frustration
MxPx;Secret Weapon;Top of the Charts;irony
MxPx;Secret Weapon;Top of the Charts;hopelessness
MxPx;Secret Weapon;You’re on Fire;hope
MxPx;Secret Weapon;You’re on Fire;confidence
MxPx;Secret Weapon;You’re on Fire;optimism
MxPx;Slowly Going the Way of the Buffalo;Blue Moon;joy
MxPx;Slowly Going the Way of the Buffalo;Blue Moon;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Blue Moon;sadness
MxPx;Slowly Going the Way of the Buffalo;Blue Moon;frustration
MxPx;Slowly Going the Way of the Buffalo;Cold and All Alone;sadness
MxPx;Slowly Going the Way of the Buffalo;Cold and All Alone;regret
MxPx;Slowly Going the Way of the Buffalo;Cold and All Alone;loneliness
MxPx;Slowly Going the Way of the Buffalo;Cold and All Alone;frustration
MxPx;Slowly Going the Way of the Buffalo;Educated Guess;sadness
MxPx;Slowly Going the Way of the Buffalo;Educated Guess;frustration
MxPx;Slowly Going the Way of the Buffalo;Educated Guess;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Fist Vs. Tact;anger
MxPx;Slowly Going the Way of the Buffalo;Fist Vs. Tact;frustration
MxPx;Slowly Going the Way of the Buffalo;Fist Vs. Tact;hopelessness
MxPx;Slowly Going the Way of the Buffalo;For Always;nostalgia
MxPx;Slowly Going the Way of the Buffalo;For Always;hopelessness
MxPx;Slowly Going the Way of the Buffalo;For Always;confidence
MxPx;Slowly Going the Way of the Buffalo;Get With It!;anger
MxPx;Slowly Going the Way of the Buffalo;Get With It!;frustration
MxPx;Slowly Going the Way of the Buffalo;Get With It!;aggression
MxPx;Slowly Going the Way of the Buffalo;Get With It!;sarcasm
MxPx;Slowly Going the Way of the Buffalo;I'm OK, You're OK;sadness
MxPx;Slowly Going the Way of the Buffalo;I'm OK, You're OK;frustration
MxPx;Slowly Going the Way of the Buffalo;I'm OK, You're OK;fear
MxPx;Slowly Going the Way of the Buffalo;Inches From Life;anger
MxPx;Slowly Going the Way of the Buffalo;Inches From Life;frustration
MxPx;Slowly Going the Way of the Buffalo;Inches From Life;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Inches From Life;aggression
MxPx;Slowly Going the Way of the Buffalo;Invitation to Understanding;sadness
MxPx;Slowly Going the Way of the Buffalo;Invitation to Understanding;loneliness
MxPx;Slowly Going the Way of the Buffalo;Invitation to Understanding;frustration
MxPx;Slowly Going the Way of the Buffalo;Invitation to Understanding;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Party, My House, Be There;joy
MxPx;Slowly Going the Way of the Buffalo;Party, My House, Be There;nostalgia
MxPx;Slowly Going the Way of the Buffalo;Self Serving With a Purpose;anger
MxPx;Slowly Going the Way of the Buffalo;Self Serving With a Purpose;frustration
MxPx;Slowly Going the Way of the Buffalo;Self Serving With a Purpose;sadness
MxPx;Slowly Going the Way of the Buffalo;Set the Record Straight;sadness
MxPx;Slowly Going the Way of the Buffalo;Set the Record Straight;frustration
MxPx;Slowly Going the Way of the Buffalo;Set the Record Straight;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Set the Record Straight;anger
MxPx;Slowly Going the Way of the Buffalo;The Downfall of Western Civilization;frustration
MxPx;Slowly Going the Way of the Buffalo;The Downfall of Western Civilization;alienation
MxPx;Slowly Going the Way of the Buffalo;The Final Slowdance;frustration
MxPx;Slowly Going the Way of the Buffalo;The Final Slowdance;hopelessness
MxPx;Slowly Going the Way of the Buffalo;The Final Slowdance;sadness
MxPx;Slowly Going the Way of the Buffalo;Tomorrow's Another Day;hopelessness
MxPx;Slowly Going the Way of the Buffalo;Tomorrow's Another Day;confidence
MxPx;Slowly Going the Way of the Buffalo;Tomorrow's Another Day;frustration
MxPx;Slowly Going the Way of the Buffalo;Under Lock and Key;sadness
MxPx;Slowly Going the Way of the Buffalo;Under Lock and Key;frustration
MxPx;Slowly Going the Way of the Buffalo;Under Lock and Key;hopelessness
MxPx;Slowly Going the Way of the Buffalo;What's Mine Is Yours;anger
MxPx;Slowly Going the Way of the Buffalo;What's Mine Is Yours;frustration
MxPx;Slowly Going the Way of the Buffalo;What's Mine Is Yours;hopelessness
MxPx;Teenage Politics;Americanism;anger
MxPx;Teenage Politics;Americanism;frustration
MxPx;Teenage Politics;Americanism;aggression
MxPx;Teenage Politics;Delores;sadness
MxPx;Teenage Politics;Delores;nostalgia
MxPx;Teenage Politics;Delores;irony
MxPx;Teenage Politics;Democracy;anger
MxPx;Teenage Politics;Democracy;frustration
MxPx;Teenage Politics;Democracy;hopelessness
MxPx;Teenage Politics;Different Things;confusion
MxPx;Teenage Politics;Different Things;hopelessness
MxPx;Teenage Politics;Do & Don’t;frustration
MxPx;Teenage Politics;Do & Don’t;hopelessness
MxPx;Teenage Politics;Do & Don’t;irony
MxPx;Teenage Politics;Falling Down;anger
MxPx;Teenage Politics;Falling Down;frustration
MxPx;Teenage Politics;Falling Down;aggression
MxPx;Teenage Politics;False Fiction;anger
MxPx;Teenage Politics;False Fiction;frustration
MxPx;Teenage Politics;False Fiction;hopelessness
MxPx;Teenage Politics;False Fiction;aggression
MxPx;Teenage Politics;Inquiring Minds Want to Know;frustration
MxPx;Teenage Politics;Inquiring Minds Want to Know;irony
MxPx;Teenage Politics;I’m the Bad Guy;anger
MxPx;Teenage Politics;I’m the Bad Guy;frustration
MxPx;Teenage Politics;I’m the Bad Guy;hopelessness
MxPx;Teenage Politics;Like Sand Thru the Hourglass… So Are the Days of Our Lives;sadness
MxPx;Teenage Politics;Like Sand Thru the Hourglass… So Are the Days of Our Lives;frustration
MxPx;Teenage Politics;Like Sand Thru the Hourglass… So Are the Days of Our Lives;hopelessness
MxPx;Teenage Politics;Misunderstanding;anger
MxPx;Teenage Politics;Misunderstanding;frustration
MxPx;Teenage Politics;Misunderstanding;hopelessness
MxPx;Teenage Politics;Moneytree;anger
MxPx;Teenage Politics;Moneytree;frustration
MxPx;Teenage Politics;Punk Rawk Show;joy
MxPx;Teenage Politics;Punk Rawk Show;confidence
MxPx;Teenage Politics;Punk Rawk Show;frustration
MxPx;Teenage Politics;Rainyday;sadness
MxPx;Teenage Politics;Rainyday;frustration
MxPx;Teenage Politics;Something More;sadness
MxPx;Teenage Politics;Something More;hopelessness
MxPx;Teenage Politics;Something More;frustration
MxPx;Teenage Politics;Study Humans;frustration
MxPx;Teenage Politics;Study Humans;alienation
MxPx;Teenage Politics;Study Humans;irony
MxPx;Teenage Politics;Sugarcoated Poison Apple;sadness
MxPx;Teenage Politics;Sugarcoated Poison Apple;frustration
MxPx;Teenage Politics;Sugarcoated Poison Apple;hopelessness
MxPx;Teenage Politics;Teenage Politics;frustration
MxPx;Teenage Politics;Teenage Politics;irony
MxPx;Teenage Politics;Teenage Politics;confidence
MxPx;Teenage Politics;The Opposite of Intellect;anger
MxPx;Teenage Politics;The Opposite of Intellect;frustration
MxPx;Teenage Politics;The Opposite of Intellect;hopelessness
MxPx;The Ever Passing Moment;Buildings Tumble;sadness
MxPx;The Ever Passing Moment;Buildings Tumble;frustration
MxPx;The Ever Passing Moment;Buildings Tumble;hopelessness
MxPx;The Ever Passing Moment;Buildings Tumble;confidence
MxPx;The Ever Passing Moment;Educated Guess;sadness
MxPx;The Ever Passing Moment;Educated Guess;frustration
MxPx;The Ever Passing Moment;Educated Guess;hopelessness
MxPx;The Ever Passing Moment;Educated Guess;nostalgia
MxPx;The Ever Passing Moment;Foolish;frustration
MxPx;The Ever Passing Moment;Foolish;hopelessness
MxPx;The Ever Passing Moment;Foolish;confidence
MxPx;The Ever Passing Moment;Here With Me;sadness
MxPx;The Ever Passing Moment;Here With Me;frustration
MxPx;The Ever Passing Moment;Here With Me;hopelessness
MxPx;The Ever Passing Moment;Is the Answer in the Question?;frustration
MxPx;The Ever Passing Moment;Is the Answer in the Question?;confusion
MxPx;The Ever Passing Moment;Is the Answer in the Question?;hopelessness
MxPx;The Ever Passing Moment;It’s Undeniable;frustration
MxPx;The Ever Passing Moment;It’s Undeniable;sadness
MxPx;The Ever Passing Moment;Misplaced Memories;sadness
MxPx;The Ever Passing Moment;Misplaced Memories;regret
MxPx;The Ever Passing Moment;Misplaced Memories;hopelessness
MxPx;The Ever Passing Moment;My Life Story;sadness
MxPx;The Ever Passing Moment;My Life Story;frustration
MxPx;The Ever Passing Moment;My Life Story;regret
MxPx;The Ever Passing Moment;One Step Closer to Life;hopelessness
MxPx;The Ever Passing Moment;One Step Closer to Life;frustration
MxPx;The Ever Passing Moment;One Step Closer to Life;confidence
MxPx;The Ever Passing Moment;Prove It to the World;anger
MxPx;The Ever Passing Moment;Prove It to the World;frustration
MxPx;The Ever Passing Moment;Prove It to the World;confidence
MxPx;The Ever Passing Moment;Responsibility;frustration
MxPx;The Ever Passing Moment;Responsibility;anger
MxPx;The Ever Passing Moment;The Next Big Thing;frustration
MxPx;The Ever Passing Moment;The Next Big Thing;anger
MxPx;The Ever Passing Moment;The Next Big Thing;irony
MxPx;The Ever Passing Moment;Two Whole Years;sadness
MxPx;The Ever Passing Moment;Two Whole Years;confidence
MxPx;The Ever Passing Moment;Two Whole Years;nostalgia
MxPx;The Ever Passing Moment;Unsaid;sadness
MxPx;The Ever Passing Moment;Unsaid;hopelessness
MxPx;The Ever Passing Moment;Unsaid;frustration
MxPx;The Ever Passing Moment;Without You;sadness
MxPx;The Ever Passing Moment;Without You;hopelessness
MxPx;The Ever Passing Moment;Without You;frustration
Nena;Bongo Girl;Alles viel zu schön;joy
Nena;Bongo Girl;Alles viel zu schön;aggression
Nena;Bongo Girl;Alles viel zu schön;frustration
Nena;Bongo Girl;Bongo Girl;joy
Nena;Bongo Girl;Bongo Girl;confidence
Nena;Bongo Girl;Conversation;sadness
Nena;Bongo Girl;Conversation;frustration
Nena;Bongo Girl;Conversation;hopelessness
Nena;Bongo Girl;Conversation;irony
Nena;Bongo Girl;Ich kann nich' mehr;sadness
Nena;Bongo Girl;Ich kann nich' mehr;frustration
Nena;Bongo Girl;Keine Lügen mehr;sadness
Nena;Bongo Girl;Keine Lügen mehr;frustration
Nena;Bongo Girl;Keine Lügen mehr;hopelessness
Nena;Bongo Girl;Mach dir keine Sorgen;joy
Nena;Bongo Girl;Mach dir keine Sorgen;hopelessness
Nena;Bongo Girl;Mach dir keine Sorgen;confidence
Nena;Bongo Girl;Manchmal ist ein Tag ein ganzes Leben;hopelessness
Nena;Bongo Girl;Manchmal ist ein Tag ein ganzes Leben;confidence
Nena;Bongo Girl;Manchmal ist ein Tag ein ganzes Leben;fear
Nena;Bongo Girl;Mein König;joy
Nena;Bongo Girl;Mein König;confidence
Nena;Bongo Girl;Ohne Ende;sadness
Nena;Bongo Girl;Ohne Ende;nostalgia
Nena;Bongo Girl;Ohne Ende;hopelessness
Nena;Bongo Girl;Ohne Ende;frustration
Nena;Bongo Girl;Was dann;sadness
Nena;Bongo Girl;Was dann;hopelessness
Nena;Bongo Girl;Was dann;frustration
Nena;Bongo Girl;Was immer du tust;fear
Nena;Bongo Girl;Was immer du tust;hopelessness
Nena;Bongo Girl;Was immer du tust;confidence
Nena;Bongo Girl;Weit über den Ozean;sadness
Nena;Bongo Girl;Weit über den Ozean;frustration
Nena;Bongo Girl;Weit über den Ozean;hopelessness
Nena;Bongo Girl;You Don't Have to Cry;sadness
Nena;Bongo Girl;You Don't Have to Cry;hopelessness
Nena;Bongo Girl;You Don't Have to Cry;confidence
Nena;Bongo Girl;You Don't Have to Cry;irony
Nena;Chokmah;Carpe Diem;joy
Nena;Chokmah;Carpe Diem;hopelessness
Nena;Chokmah;Carpe Diem;confidence
Nena;Chokmah;Chokmah;frustration
Nena;Chokmah;Chokmah;hopelessness
Nena;Chokmah;Chokmah;confidence
Nena;Chokmah;Club der Leisen;fear
Nena;Chokmah;Club der Leisen;frustration
Nena;Chokmah;Club der Leisen;hopelessness
Nena;Chokmah;Dafür ist das Leben zu kurz;hopefulness
Nena;Chokmah;Dafür ist das Leben zu kurz;determination
Nena;Chokmah;Dafür ist das Leben zu kurz;joy
Nena;Chokmah;Dafür ist das Leben zu kurz;self-reflection
Nena;Chokmah;Du gibst;love
Nena;Chokmah;Du gibst;gratitude
Nena;Chokmah;Du gibst;guilt
Nena;Chokmah;Heute hab' ich die Sonne mit dem Mond verwechselt;sadness
Nena;Chokmah;Heute hab' ich die Sonne mit dem Mond verwechselt;frustration
Nena;Chokmah;Heute hab' ich die Sonne mit dem Mond verwechselt;hopelessness
Nena;Chokmah;Heute hab' ich die Sonne mit dem Mond verwechselt;fear
Nena;Chokmah;Ich hör' mir zu;sadness
Nena;Chokmah;Ich hör' mir zu;frustration
Nena;Chokmah;Ich hör' mir zu;fear
Nena;Chokmah;Kann schon sein;hopefulness
Nena;Chokmah;Kann schon sein;uncertainty
Nena;Chokmah;Kann schon sein;joy
Nena;Chokmah;Lass die Leinen los;hopefulness
Nena;Chokmah;Lass die Leinen los;confidence
Nena;Chokmah;Lass die Leinen los;anger
Nena;Chokmah;Leuchtturm;joy
Nena;Chokmah;Leuchtturm;hopelessness
Nena;Chokmah;Lichtarbeiter;frustration
Nena;Chokmah;Lichtarbeiter;hopelessness
Nena;Chokmah;Lichtarbeiter;confidence
Nena;Chokmah;Lichtarbeiter;sarcasm
Nena;Chokmah;Rede lieber nicht zu viel;sadness
Nena;Chokmah;Rede lieber nicht zu viel;frustration
Nena;Chokmah;Rede lieber nicht zu viel;hopelessness
Nena;Chokmah;Silbermond;sadness
Nena;Chokmah;Silbermond;hopelessness
Nena;Chokmah;Silbermond;frustration
Nena;Cover Me;After the Goldrush;hopelessness
Nena;Cover Me;After the Goldrush;fear
Nena;Cover Me;After the Goldrush;nostalgia
Nena;Cover Me;Astronaut;nostalgia
Nena;Cover Me;Astronaut;hopelessness
Nena;Cover Me;Astronaut;confidence
Nena;Cover Me;Big Yellow Taxi;sadness
Nena;Cover Me;Big Yellow Taxi;frustration
Nena;Cover Me;Big Yellow Taxi;nostalgia
Nena;Cover Me;Big Yellow Taxi;hopelessness
Nena;Cover Me;Blowin' in the Wind;frustration
Nena;Cover Me;Blowin' in the Wind;hopelessness
Nena;Cover Me;Children of the Revolution;confidence
Nena;Cover Me;Children of the Revolution;aggression
Nena;Cover Me;Children of the Revolution;irony
Nena;Cover Me;Darkness;fear
Nena;Cover Me;Darkness;frustration
Nena;Cover Me;Darkness;hopelessness
Nena;Cover Me;Darkness;confidence
Nena;Cover Me;Das Jahr 2000;hopefulness
Nena;Cover Me;Das Jahr 2000;fear
Nena;Cover Me;Das Jahr 2000;uncertainty
Nena;Cover Me;Die Kinder deiner Kinder;sadness
Nena;Cover Me;Die Kinder deiner Kinder;hopelessness
Nena;Cover Me;Die Kinder deiner Kinder;frustration
Nena;Cover Me;Ein Lied;joy
Nena;Cover Me;Ein Lied;hope
Nena;Cover Me;Ein Lied;comfort
Nena;Cover Me;Eiszeit;sadness
Nena;Cover Me;Eiszeit;frustration
Nena;Cover Me;Eiszeit;hopelessness
Nena;Cover Me;Fade into You;sadness
Nena;Cover Me;Fade into You;hopelessness
Nena;Cover Me;Fade into You;loneliness
Nena;Cover Me;Friday I'm in Love;joy
Nena;Cover Me;Friday I'm in Love;hopelessness
Nena;Cover Me;Friday I'm in Love;confidence
Nena;Cover Me;Für alle, die;hopelessness
Nena;Cover Me;Für alle, die;confidence
Nena;Cover Me;Für alle, die;irony
Nena;Cover Me;Für dich tu ich fast alles;joy
Nena;Cover Me;Für dich tu ich fast alles;nostalgia
Nena;Cover Me;Für dich tu ich fast alles;sadness
Nena;Cover Me;Helden;anger
Nena;Cover Me;Helden;hopelessness
Nena;Cover Me;Helden;confidence
Nena;Cover Me;Ich werde dich lieben;sadness
Nena;Cover Me;Ich werde dich lieben;hopelessness
Nena;Cover Me;Ich werde dich lieben;confidence
Nena;Cover Me;In den tiefen dunklen Gängen der Vergangenheit;nostalgia
Nena;Cover Me;In den tiefen dunklen Gängen der Vergangenheit;sadness
Nena;Cover Me;In den tiefen dunklen Gängen der Vergangenheit;hopelessness
Nena;Cover Me;In den tiefen dunklen Gängen der Vergangenheit;fear
Nena;Cover Me;It's All over Now Baby Blue;sadness
Nena;Cover Me;It's All over Now Baby Blue;hopelessness
Nena;Cover Me;Mach die Augen auf;confidence
Nena;Cover Me;Mach die Augen auf;hopelessness
Nena;Cover Me;Mein Weg ist mein Weg;fear
Nena;Cover Me;Mein Weg ist mein Weg;confidence
Nena;Cover Me;Mein Weg ist mein Weg;hope
Nena;Cover Me;Remmidemmi;anger
Nena;Cover Me;Remmidemmi;frustration
Nena;Cover Me;Remmidemmi;joy
Nena;Cover Me;Remmidemmi;aggression
Nena;Cover Me;Schön von hinten;sadness
Nena;Cover Me;Schön von hinten;frustration
Nena;Cover Me;Sexy Boy;confidence
Nena;Cover Me;Sexy Boy;joy
Nena;Cover Me;She's Like a Rainbow;joy
